25,50,0.000000,0
26,48,0.000000,0
26,47,0.000000,0
26,51,0.000000,0
26,52,0.000000,0
26,46,0.000000,0
26,45,0.000000,0
26,44,0.000000,0
26,54,0.000000,0
25,70,0.000000,0
26,56,0.000000,0
26,43,0.000000,0
26,42,0.000000,0
26,41,0.000000,0
26,40,0.000000,0
25,69,0.000000,0
25,68,0.000000,0
25,66,0.000000,0
26,63,0.000000,0
26,64,0.000000,0
25,67,0.000000,0
25,65,0.000000,0
26,68,0.000000,0
25,47,0.000000,0
25,43,0.000000,0
25,64,0.000000,0
27,41,0.000000,0
25,57,0.000000,0
25,56,0.000000,0
25,55,0.000000,0
25,63,0.000000,0
25,62,0.000000,0
25,61,0.000000,0
25,53,0.000000,0
25,44,0.000000,0
25,52,0.000000,0
25,42,0.000000,0
27,53,0.000000,0
27,54,0.000000,0
25,48,0.000000,0
27,56,0.000000,0
25,41,0.000000,0
25,49,0.000000,0
27,62,0.000000,0
27,63,0.000000,0
25,46,0.000000,0
25,60,0.000000,0
27,66,0.000000,0
27,68,0.000000,0
27,69,0.000000,0
25,59,0.000000,0
25,45,0.000000,0
28,40,0.000000,0
25,51,0.000000,0
25,58,0.000000,0
25,40,0.000000,0
25,54,0.000000,0
28,46,0.000000,0
28,45,0.000000,0
28,44,0.000000,0
28,43,0.000000,0
28,50,0.000000,0
28,41,0.000000,0
28,52,0.000000,0
28,54,0.000000,0
28,55,0.000000,0
28,42,0.000000,0
28,56,0.000000,0
28,57,0.000000,0
27,70,0.000000,0
27,67,0.000000,0
27,65,0.000000,0
27,64,0.000000,0
27,61,0.000000,0
27,60,0.000000,0
28,65,0.000000,0
27,59,0.000000,0
27,58,0.000000,0
27,57,0.000000,0
27,55,0.000000,0
28,70,0.000000,0
27,52,0.000000,0
27,50,0.000000,0
27,51,0.000000,0
27,49,0.000000,0
27,48,0.000000,0
27,47,0.000000,0
27,46,0.000000,0
27,45,0.000000,0
29,48,0.000000,0
27,44,0.000000,0
27,43,0.000000,0
27,42,0.000000,0
27,40,0.000000,0
26,70,0.000000,0
29,55,0.000000,0
26,69,0.000000,0
26,67,0.000000,0
26,66,0.000000,0
26,65,0.000000,0
26,62,0.000000,0
26,61,0.000000,0
26,60,0.000000,0
29,66,0.000000,0
26,59,0.000000,0
26,58,0.000000,0
30,40,0.000000,0
26,57,0.000000,0
26,55,0.000000,0
26,53,0.000000,0
26,50,0.000000,0
26,49,0.000000,0
30,49,0.000000,0
30,48,0.000000,0
30,47,0.000000,0
30,46,0.000000,0
30,45,0.000000,0
30,56,0.000000,0
30,44,0.000000,0
30,43,0.000000,0
30,42,0.000000,0
30,41,0.000000,0
29,70,0.000000,0
29,69,0.000000,0
29,68,0.000000,0
29,67,0.000000,0
29,65,0.000000,0
30,69,0.000000,0
29,64,0.000000,0
29,63,0.000000,0
29,62,0.000000,0
29,61,0.000000,0
29,60,0.000000,0
29,59,0.000000,0
29,58,0.000000,0
29,57,0.000000,0
29,56,0.000000,0
29,54,0.000000,0
29,53,0.000000,0
29,52,0.000000,0
29,51,0.000000,0
31,55,0.000000,0
31,56,0.000000,0
29,50,0.000000,0
29,49,0.000000,0
31,60,0.000000,0
29,47,0.000000,0
29,46,0.000000,0
29,45,0.000000,0
29,43,0.000000,0
29,44,0.000000,0
29,42,0.000000,0
31,68,0.000000,0
29,41,0.000000,0
29,40,0.000000,0
28,69,0.000000,0
28,68,0.000000,0
28,67,0.000000,0
28,66,0.000000,0
28,64,0.000000,0
28,63,0.000000,0
28,62,0.000000,0
32,47,0.000000,0
28,61,0.000000,0
32,50,0.000000,0
28,60,0.000000,0
28,59,0.000000,0
28,58,0.000000,0
32,55,0.000000,0
28,53,0.000000,0
28,51,0.000000,0
28,49,0.000000,0
28,48,0.000000,0
28,47,0.000000,0
32,62,0.000000,0
32,61,0.000000,0
32,60,0.000000,0
32,59,0.000000,0
32,58,0.000000,0
32,57,0.000000,0
32,56,0.000000,0
32,54,0.000000,0
32,53,0.000000,0
32,52,0.000000,0
32,51,0.000000,0
32,49,0.000000,0
32,48,0.000000,0
32,46,0.000000,0
32,45,0.000000,0
32,44,0.000000,0
32,43,0.000000,0
32,42,0.000000,0
32,40,0.000000,0
32,41,0.000000,0
31,70,0.000000,0
31,69,0.000000,0
31,67,0.000000,0
31,66,0.000000,0
31,65,0.000000,0
31,64,0.000000,0
33,56,0.000000,0
31,63,0.000000,0
31,62,0.000000,0
31,61,0.000000,0
31,59,0.000000,0
31,58,0.000000,0
31,57,0.000000,0
31,54,0.000000,0
31,53,0.000000,0
31,52,0.000000,0
31,51,0.000000,0
31,50,0.000000,0
31,49,0.000000,0
31,48,0.000000,0
31,47,0.000000,0
31,46,0.000000,0
31,45,0.000000,0
34,43,5.320000,1
31,44,0.000000,0
34,52,4.640000,1
31,43,0.000000,0
31,42,0.000000,0
31,41,0.000000,0
31,40,0.000000,0
30,70,0.000000,0
30,68,0.000000,0
30,67,0.000000,0
30,66,0.000000,0
30,65,0.000000,0
30,64,0.000000,0
34,65,15.730000,1
30,63,0.000000,0
34,66,17.690000,1
30,62,0.000000,0
30,61,0.000000,0
30,60,0.000000,0
30,59,0.000000,0
30,58,0.000000,0
30,57,0.000000,0
30,55,0.000000,0
35,43,4.180000,2
30,54,0.000000,0
30,53,0.000000,0
30,52,0.000000,0
30,51,0.000000,0
30,50,0.000000,0
35,48,9.740000,2
35,47,9.740000,2
35,46,9.740000,2
35,45,5.980000,2
35,44,5.980000,2
35,42,-3.620000,1
35,41,-3.620000,1
35,40,-3.620000,1
34,70,24.040000,1
35,56,8.010000,1
34,69,22.180000,1
34,68,20.460000,1
34,67,17.690000,1
34,64,14.550000,1
34,63,12.780000,1
34,62,12.780000,1
34,61,12.780000,1
35,67,17.690000,1
35,66,17.690000,1
34,60,12.780000,1
34,59,9.330000,1
34,58,8.010000,1
34,57,8.010000,1
34,56,8.010000,1
34,55,4.640000,1
34,54,4.640000,1
34,53,4.640000,1
36,46,9.740000,2
34,51,6.050000,1
36,48,9.740000,2
34,50,5.320000,1
34,49,5.320000,1
34,48,5.320000,1
34,47,5.320000,1
34,45,5.320000,1
36,52,4.640000,1
34,46,5.320000,1
34,44,5.320000,1
34,42,-3.620000,1
36,55,4.640000,1
36,56,8.010000,1
34,41,-3.620000,1
34,40,-3.620000,1
36,58,8.010000,1
33,70,0.000000,0
33,69,0.000000,0
33,68,0.000000,0
33,67,0.000000,0
33,66,0.000000,0
33,65,0.000000,0
33,64,0.000000,0
33,63,0.000000,0
33,62,0.000000,0
33,61,0.000000,0
33,60,0.000000,0
33,59,0.000000,0
33,58,0.000000,0
33,57,0.000000,0
36,66,17.690000,1
33,55,0.000000,0
33,54,0.000000,0
33,53,0.000000,0
36,69,22.180000,1
33,52,0.000000,0
36,70,24.040000,1
33,51,0.000000,0
33,50,0.000000,0
33,49,0.000000,0
33,48,0.000000,0
33,47,0.000000,0
33,46,0.000000,0
33,45,0.000000,0
37,44,5.980000,2
33,44,0.000000,0
37,45,5.980000,2
37,46,9.740000,2
33,43,0.000000,0
33,42,0.000000,0
33,41,0.000000,0
37,48,9.740000,2
33,40,0.000000,0
32,70,0.000000,0
32,69,0.000000,0
32,68,0.000000,0
32,67,0.000000,0
32,66,0.000000,0
32,65,0.000000,0
32,64,0.000000,0
37,54,4.640000,1
32,63,0.000000,0
37,56,8.010000,1
37,55,4.640000,1
37,57,8.010000,1
37,58,8.010000,1
37,53,4.640000,1
37,51,14.310000,2
37,52,4.640000,1
37,61,12.780000,1
37,50,13.580000,2
37,49,9.740000,2
37,47,9.740000,2
37,43,4.180000,2
37,42,-3.620000,1
37,40,-3.620000,1
37,41,-3.620000,1
36,68,20.460000,1
36,67,17.690000,1
36,65,15.730000,1
36,64,14.550000,1
36,63,12.780000,1
